id,author,title,genre1,genre2
252,ကြည်စိုး IC (အိမ်ဘုရင်),ကိုယ််တွေ့အိမ်ပွဲစားပညာနှင့် အိမ်ပွဲစားလောက,Article,Economy
253,အောင်စွမ်း,တပ်ဗိုလ် တပ်မင်း တပ်ချုပ်ကြီးများအား လူအုပ်ကြားကတိုးဝှေ့ကြည့်ခြင်း,Article,"Biography, Politics"
254,သက််လုံ,စေ့ထားသောတံခါးများ,Article,Religion
255,ဇင််လင်း,ငြိမ်းချမ်းရေးခြေရာဆောင်းပါးများ,Article,Politics
256,အောင်အေး (ရန်ကုန်တက္ကသိုလ်),ဝ ပြည်နယ်သွေးစည်းညီညွတ်ရေးပါတီ,Biography,"Biography, Politics"
257,ကျော်အောင်,အရေးကြီးပြီသွေးစည်းကြစို့,Fiction,Fiction
258,အဏ္ဏဝါစိုးမိုး,ယခင်သင်္ဘောသား ယခုစာရေးဆရာ,Biography,Biography
259,ညိုမြနှင့်အိုးဝေအယ်ဒီတာအဖွဲ့,ကရုရှက်မှတ်မိသမျှ,Biography,Biography
260,ဇင်သန့်,ဒိုက်ဉီးမှ စင်ကာပူသို့,Biography,Biography
261,သန်းဝင်းလှိုင်,သူတို့တိုက်ခဲ့ရသော စစ်နှင့် သူတို့ရှာနေသော ငြိမ်းချမ်းရေး,Biography,"Biography, Politics"
262,ကျော်ဇေယျာထွန်း,တစ်ကမ္ဘာလုံးနှင့်တစ်ယောက်,Biography,"Biography, Politics"
263,ရန်ကုန်ဘဆွေ,ပြည်သူ့အရေးတော်ပုံပါတီ,Biography,"Biography, Politics"
264,နန္ဒာသိန်းဇံ,တွေးချိန်ချင့်စရာ,Fiction,motivation
265,ဂမ္ဘီရ ဆရာလှမျိုး,ပုတီးစိတ်နည်းအမျိုးမျိုးနှင့်အကျိုးကျေးဇူးများ,Religion,Religion
266,ပါမောက္ခ ဒေါက်တာချိုချိုတင့်(မြန်မာစာ),မြန်မာစာသုတေသနစာတမ်းများ,thesis,Literature
267,မြန်မာ့ရေးရာ,အမှတ် ၄ ဇူလိုင် ၂၀၁၇,magazine,magazine
268,ကလောင်စုံ,စာပေဆွေးနွေးပွဲ,Article,Literature
269,ဉီးစိန်မောင်ဉီး(ရှေးဟောင်းသုတေသန),သမိုင်းပုလဲသွယ်,History,History
270,ချစ်ဉီးညို,လင်္ကာဒီပချစ်သူ,Fiction,Fiction
271,ဗန်းမော်တင်အောင်,သဘာဝသိပ္ပံ,Article,Science
272,ဉာဏ်မောင်ချစ်,ရန်ကုန်တက္ကသိုလ်ကျောင်းတိုက်ကြီးရဲ့ခြောက်ဆယ်စုနှစ်ပုံရိပ်များ,Article,History
273,ကိုတာ,ကိုရင်တာနှစ်ပါးသွားများ (ဒုတိယတွဲ),Article,Article
274,ဒလဘန်း,အဘမင်းသုဝဏ်နှင့်သူ၏ဆရာများ,Article,Article
275,ကလောင်စုံ,သက်သေခံအသံများ,Article,Article
276,ဝင်းငြိမ်း,ဖအေတူသား,Translation,Biography
277,သရဝဏ်(ပြည်),နီပေါပြည်ရောက်မြန်မာတစ်ယောက်,Travelling,"Travelling,Foreign"
278,သာထက်အောင်,လူရောင်စုံ ဘဝရောင်စုံ ဒုက္ခရောင်စုံ,Travelling,"Travelling,Foreign"
279,ဉီးလှဝင်း (လေတစ်ရဲတစ်ဉီး),သူ‌ဌေးဖြစ်နည်းလျှို့ဝှက်ချက်,Article,Article
280,ဉီးလှဝင်း (လေတစ်ရဲတစ်ဉီး),ရွှေေဘုံသာလမ်းပေါ်မှာ,Article,Article
281,ဉီးလှဝင်း (လေတစ်ရဲတစ်ဉီး),ရေစုန်နှင့်ရေဆန်,Biography,"Biography, Politics"
282,ဉီးလှဝင်း (လေတစ်ရဲတစ်ဉီး),ကမ္ဘာကျော််ရတနာချစ်သူများ,Article,Article
283,ဉီးလှဝင်း (လေတစ်ရဲတစ်ဉီး),ရင်ထဲကပုံရိပ်များ,Article,Article
284,မြင့်နောင်မိုး,မျက်မှောက်ကမ္ဘာ့နိုင်ငံရေးအခင်းအကျင်းအတွေးအမြင်စာအုပ်များလေ့လာချက်,Article,Article
285,အောင်စွမ်း,တပ်မတော်နှင့်မြစ်ကူးချောင်းခြားဖြစ်သွားကြသူများ,Biography,"Biography, Politics"
286,သော်တာဆွေ,သူတို့ပြည်,Travelling,"Travelling,Foreign"
287,စံမြင့်အောင်,ကမ္ဘာ့သိပ္ပံပညာကျော် ၁၀၀,Translation,Biography
288,ကိုဝမ်း,ဆင်းရဲခြင်းလွတ်ကင်းအောင်,Article,Article
289,မောင်သာရ,တို့ဘက်ကကြည့်တော့သူရဲကောင်းသူတို့ဘက်ကကြည့်တော့သစ္စာဖောက်,Fiction,Fiction
290,ဝင်းမောင်(သမိုင်း),ကျွန်တော်ပြောချင်သမျှကျွန်တော့ဆရာဒေါက်တာသန်းထွန်းအကြောင်း,Biography,Biography
291,သာထက်အောင်,မုန်လာခင်းစောင့်တဲ့ယုန်တွေနဲ့အခြားဆောင်းပါးများ,Article,Article
292,မောင်သန်းဆွေ(ထားဝယ်),ရင်၌ရိုက်ခတ်ထင်ဟပ်စာစု,Article,History
293,ရန်ကုန်ဘဆွေ,နန််းဟာဗီး (ကော်ပီ),Fiction,Fiction
294,မောင်မောင်စိုး,ငြိိမ်းချမ်းရေးနှင့်တိုင်းရင်းသားလက်နက်ကိုင်တပ်ဖွဲ့များ၏ပြဿနာဆောင်းပါးများ,Article,Politics
295,အောင်မြင်သူ,မိဘပြည်သူများနှင့် ခေါင်းဆောင်များသို့,Article,Politics
296,သုမောင်,ဟိုတစ်စ သည်တစ်စ မောင်ဗလ,Article,Article
297,ဆူးငှက်,တစ်ပိုင်းတစ်စနဂ္ဂတစ်များ,Article,Article
298,ဉီးအောင်သန့်,နိုင်ငံစုံ သံတမန်ဆက်ဆံရေး (မိတ်ဆက်),Article,Politics
299,Forum of Federations,ဖက်ဒရယ်နိုင်ငံအချို့၏ဘဏ္ဍရေးဆိုင်ရာဖက်ဒရယ်အစီအမံများ,Forum,Politics
300,Forum of Federations,လက်ထဲက ငှက်တစ်ကောင်,Forum,Politics
301,Forum of Federations,ဖယ်ဒရယ်အက်ဆေးများ,Forum,Politics
302,အဝေးရောက်သံတမန်တစ်ဉီး,အာဏာအလွဲသုံးစားသူများ၏အတွင်းရေးဖြစ်ရပ်မှန်များ,Article,Politics
303,ဒေါက်တာစုစုနွယ်,မြန်မာစာပေဝေဖန်ရေး အနှစ်နှစ်ဆယ်ခရီး,thesis,Literature
304,ခင်နှင်းယု,စပါးစေ့ကလေး ဝတ္ထုတိုများ,short story,Fiction
305,မင်းလူ,ရယ်မောခြင်းပေါင်းချုပ်,short story,Fiction
306,မင်းခိုက်စိုးစန်,ဝတ္ထုတိုပေါင်းချုပ်,short story,Fiction
307,နန္ဒာသိန်းဇံ,ဘဝအဓိပ္ပါယ်နှင့်ဘဝသစ္စာ,Article,motivation
308,ဆန်းထွန်း (မန်းတက္ကသိုလ်)နှင့်ပါရဂူ,ဗော်လဂါမှ ဂင်္ဂါသို့,Translation,Fiction
309,တက္ကသိုလ်ထင်ကြီး,ဖြူနီဝါပြာနှင့်အခြားအင်္ဂလိပ်ဝေါဟာရများ,Language,Language
310,စိန်ဝင်းစိန်,ဉီးနေဝင်း၏ မအောင်မြင်သောခေတ်ပြောင်းတော်လှန်ရေး,Translation,"Biography, Politics"
311,ခင်ခင်ထူး,တောမင်းသမီး,Fiction,Fiction
312,ဒေါက်တာခင််မောင်ဝင်း,Fuzzy Logic နှင့် Set Theory,Article,Science
313,သခင်ဘသောင်း,ခြေလေးချောင်းတော်လှန်ရေး,Translation,Fiction
314,စောဘိုမြ,ကျွန်တော့်ဘဝ ဖြတ််သန်းမှု အစစ်အမှန်,Biography,"Biography, Politics"
315,မောင်သာရ,ရှင်ဘုရင်နဲ့ညားရင်မိဘုရား,Fiction,Fiction
316,အောင်မြင်သူ,မဲသဝေါစစ်မြေပြင်မှ ငရဲသားများ,Article,"Biography, Wars"
317,နိုင်ဉီး,အိုးရှိုး ဘာသာတရာမဲ့ ဘာသာတရား,Philosophy,Religion
318,ထက်ရဲနိုင်,ဉပဒေအထက်ကစစ်အာဏာရှင်များနှင့်မုဒုံသား,Biography,"Biography, Politics"
319,နေမျိုးနိုင်,စီးပွားဖြစ်သစ်ခွစိုက်ပျိုးရေး,Knowledge,Knowledge
320,လင်းထင်,စစ်ထောက်လှမ်းရေးအရာရှိသို့ညည်းချင်းနှင့် သုံးသပ်ချက်များ,Article,Politics
321,ဉီးကျော်ဇေယျ,အမေွဆက်ခံကြမည့်သူများနှင့်သက်ဆိုင်သောပြညွှန်ချက်များ,Law,Knowledge
322,ပညာရေးဝန်ကြီးဌာန,မြန်မာစာစာလုံးပေါင်းသတ်ပုံကျမ်း,Literature,Literature
323,မှေော်ဝင်းသားဉီးခင်ညွှန့်(ဗိုလ်ချုပ်ကြီးဟောင်း),ကြုံတွေ့ခဲ့ရကျွန်တော့်ဘဝအထွေထွေ (၂),Biography,"Biography, Politics"
324,ရွှေဉဒေါင်း,စုံထောက်ဉီးစံရှား ပေါင်းချုပ် ၂,short story,Fiction
325,မြန်မာ့ရေးရာ,အမှတ်် ၁၃ အောက်တိုဘာ ၂၀၁၉,magazine,magazine
326,မစန္ဒာ,မဂ္ဂဇင်းဝတ္ထုရှည်များ,Fiction,Fiction
327,လင်္ကာရည်ကျော်,ဒေါက််တာရွှေသွေးနှင့်မပန်းမှုံ,Fiction,Fiction
328,မစန္ဒာ,ဝတ္ထုတိုများ ၆,short story,Fiction
329,မျိုးခင်,ချီလေတဲ့ချီလေ ဤမြေမှဟိုတောင်တန်း အတွဲ ၄,Biography,"Biography, Politics"
330,ကပ္ပတိန်ဝန(ခြေလျင်အရာရှိဟောင်းတစ်ဉီး),ထီလာ (သို့မဟုတ်) သွေးနဲ့ရေးတဲ့မြေ,Article,Politics
331,ခြေလျင်အရာရှိဟောင်းတစ်ဉီး,ဒေါနမှသည်ချစ်သူဆီသို့ နှင့် စစ်မြေပြင်မှ ဖြစ်ရပ်ဆန်းကြယ်များ,Article,Article
332,မြန်မာ့ခြေရာ ခရီးသွားလမ်းညွှန်,ထို့င်း,Travelling,"Travelling,Foreign"
333,မောင်ဝဏ္ဏ,မည်သည့်လူမျှ မျောက်မဟုတ်,Article,Article
334,မိုးမိုး (အင်းလျား),ကြွေရင်အတူကြွေမယ်,Fiction,Fiction
335,ကြည််အေး,မီ,Fiction,Fiction
336,မစန္ဒာ,ဝတ္ထုတိုများ ၇,short story,Fiction
337,ဇင်,မေတ္တာလွမ်းခြုံ ပန်းသင်းထုံနှင့် မဂ္ဂဇင်းဝတ္ထုတိုများ,short story,Fiction
338,ဝင်းဖေ,တွေေးစရာ ပြုံးစရာ ပုံပြင်များ ပထမတွဲ,Story,Article
339,မြို့မလွင် (ဘာသာပြန် ကိုပြုံး),ကျွန်တော်ချစ်တဲ့ရေတပ်မတော်,Biography,"Biography, Politics"
340,မြို့မလွင် (ဘာသာပြန် ကိုပြုံး),ကျွန်တော်ချစ်တဲ့ရေတပ်မတော်,Biography,"Biography, Politics"
341,ငွေစိုး,သေမင်းတမန်လမ်းမပေါ်ကစစ်သားတစ်ယောက်,Article,"Biography, Politics"
342,ကြည်သာကျော်,ဂိမ်းသီအိုရီ မိတ်ဆက် အခြေခံနှင့်အသုံးချ,Article,Science
343,ဉီးဝင့််ကျော်,အရင်းအနှီးဈေးကွက်နှင့် စတော့ရှယ်ယာ,Article,Financial market
344,ဉယျာဉ်မှူးတစ်ဉီး,အပင်များအကြောင်းနှင့်အိမ်တွင်းဉယျာဉ်စိုက်ပျိုးနည်းလမ်းညွှန်,Knowledge,Knowledge
345,သိမ်းတင်သား,C vit -90  C-90 တိပ်တစ်ခွေစာ,Article,Article
346,ကြူကြူသင်း,သက််တံကိုဖမ်းမယ်နှင့်မဂ္ဂဇင်းဝတ္ထုရှည်များ,Fiction,Fiction
347,လင်္ကာရည်ကျော်,မေတ္တာနိုင်ငံနှင့်လေလှိုင်းထဲမှ စာရေးဆရာ ဆရာဝန်၏အတွေးများ,Article,Article
348,လင်းခန့်,ဖောရက်စ်ဂမ့်နှင့်ရောင်းရင်းများ,Translation,Fiction
349,အောင်မြင်သူ,အချစ််တပွဲ စစ်ပွဲတစ်ရာ,Article,"Biography, Politics"
350,ကလောင်စုံ,သို့ မင်းလူ ဒေဝတာမြို့တော်,Article,Article
351,မှော်ဝန်းသားဉီးခင်ညွှန့်(ဗိုလ်ချုပ်ကြီးဟောင်း),ဉပဒေအထက်မှာသစ်လုံးတွေတောင်လိုပုံလို့,Article,Article
352,ငွေစိုး,ဗိုလ်ဇောက်ကန်းနှင့်နှလုံးရည်တိုက်ပွဲများ,Article,"Biography, Politics"
353,ဉီးလှဆွေ(ဘုလက်),သူရကျော်ကျော်ချို,Biography,"Biography, Politics"
354,လှမြင့်(ပုသိမ်),ငလေပွေရယ် ကေအိုင်အေရယ် အရှေ့မြောက်ဒေသက ဗကပရယ် (ပထမတွဲ),Biography,"Biography, Politics"
355,မှော်ဝန်းသားဉီးခင်ညွှန့်(ဗိုလ်ချုပ်ကြီးဟောင်း),ကျွန်တော်ရယ် ထောက်လှမ်းရေးရယ် နဝတ နှင့် နအဖရယ်,Biography,"Biography, Politics"
356,မင်းခိုက်စိုးစန်,ဟယ်ရီပေါ်တာနှင့်မိစ္ဆာခန်းဆောင်,Translation,Fiction
357,အောင်လှိုင်,လောကကိုအပြောင်းအလဲဖြစ်စေခဲ့သည့်အတွေးအခေါ်နှင့်စိတ်ကူးများ,Translation,Article
358,မောင်ခင်မင်(ဓနုဖြူ),ခေတ်အမျိုးမျိုးမှာ ,Article,Article
359,မောင်သန်းဆွေ(ထားဝယ်),တစေ့တစောင်းအမှတ်ရချက်စာစုများ,Article,Article
360,မစန္ဒာ,မစပ်သောငရုတ်,Fiction,Fiction
361,ဆရာဉီးပြုံး,စမတောင်တော်,History,Religion
362,အငြိမ်းစားထောင်အရာရှိတစ်ဉီး,ကျွန်တော်က ထောင်ပိုင် သူတို့ကအကျဉ်းသား,Article,Article
363,အငြိမ်းစားထောင်အရာရှိတစ်ဉီး,ကင်မင်ချူးရဲ့နောက်ဆုံးညနှင့်ထောင်ပိုင်တစ်ယောက်၏မှတ်တမ်းများ,Article,Article
364,ဇော််မျိုးထွဋ်,ကမ္ဘာ့အထင်ရှားဆုံးဘာသာတရားကြီးများ,Religion,Religion
365,အောင်မျိုးထွဋ်,ဘဲ ငုံး သိုး ဆိတ် ပျား မွေးမြူခြင်းများ,Knowledge,Knowledge
366,ဒုဗိုလ်ဗှူးကြီး ညီပု(ငြိမ်း),တပ်မတော်သားဘဝကြုံတွေ့ခဲ့ရသည့်ထူးခြားဆန်းကြယ် ဖြစ်ရပ်များ,Article,"Biography, Politics"
367,မောင်ကြည်သန့်,အမှတ်မှားဆဲလူသိနည်း မြန်မာ့ဖြစ်ရပ် နောက်ထပ် ၁၀၀,Article,History
368,သောင်းဝေဉီး,အရှေ့တောင်တိုင်းက အမှတ်တရတိုက်ပွဲများ,Article,History
369,မိုးမိုး (အင်းလျား),ပန်းရိုင်းတစ်ရာ,Fiction,Fiction
370,လှမြင့်(ပုသိမ်),ရာဟုဖွား ငလေပွေ ၏ငယ်ဘဝကောက်ကြောင်းနှင့် ကိုယ့်တွေ့ဖြစ်ရပ်မှန်များ,Biography,"Biography, Politics"
371,ဉီးဝင်းထိန်,ကွျန်တော်နှင့်တပ်ချုပ်ကြီးများဆောင်းပါးနှင့်ဉီးသိန်းစိန်သမ္မတဘာလို့ဖြစ်သလဲ,Article,"Biography, Politics"
372,ဇော်ဝင်းမောင်(ပညာရေး),လူဝင်စားမပါးနှင့်ဖြစ်ရပ်မှန်ဆောင်းပါးများ,Article,Article
373,ကေမြူး,စာရေးဆရာဇာတ်ညွှန်းရေးဆရာအဖြစ်မှထင်ရှားခဲ့သောဒါရိုက်တာများ,Biography,Biography
374,မောင်ဝံသ,သတင်းစာပညာသဘောတရားနှင့်လက်တွေ့,Article,Article
375,ဉီးလှသောင်း,အင်းစိန်တိုက်ပွဲ,Biography,"Biography, Politics"
376,အေးစန်(သာယာဝတီသုံးဆယ်),ကျွန်တော့်မှတ်တမ်း ကျွန်တော့်မှာတမ်း,Biography,"Biography, Politics"
377,မြသန်းတင့်,ရှားလော့ဟုမ်း၏ သည်းထိတ်ရင်ဖို,Translation,Fiction
378,မြသန်းတင့်,ရှားလော့ဟုမ်း၏ အမှုတွဲများ,Translation,Fiction
379,မြသန်းတင့်,ရှားလော့ဟုမ်း၏ မှတ်တမ်းများ,Translation,Fiction
380,ဇေယျာ,နက်ပြာရောင်လမ်းမထက်ကလက်ရာများ,short story,Fiction
381,အကြည်တော်,မောင်စောကြည်ဖြူ မမြင့်စန်းရီ,Fiction,Fiction
382,အကြည်တော်,ဆွေတစ်ရာမောင်တစ်ကျိတ်,Fiction,Fiction
383,ခင်မောင်တိုး(မိုးမိတ်),မော့ရင်းရယ်စရာ အရက်လောက ဟာသများ,Comedy,Comedy
384,မောင်မင်းဟန်,ဟာသအမှတ် ၂,Comedy,Comedy
385,မောင်မဟာ,ကမ္ဘာ့ရွာက ဟာသများ ၃,Comedy,Comedy
386,မစန္ဒာ,ဝတ္ထုတိုများ ၅,short story,Fiction
387,အမျိုးသားပညာဝန်ဉီးဖိုးကျား,မှတ်စုများ,Article,Article
388,လင်္ကာရည်ကျော်,ပထမအိပ်မက် ဝတ္ထုတိုများ,short story,Fiction
389,ခေးလု,သေချာပေါက်အောင်မြင်စေမယ့် အင်တာနက်အသုံးပြုစီးပွားရေးလုပ်ငန်း ၅၅ မျိုး,Translation,Knowledge
390,ဒေါက်တာလွှမ်းမိုးဟန်,နင်လားဟဲ့ MRCP,Article,Biography
391,လင်းထိုက်,ပညာရေးစက်ရုပ်လူသားလေးတွေရဲ့ မနက်ဖြန်,Article,Article
392,လင်္ကာရည်ကျော်,ပန်းကျောင်း,Fiction,Fiction
393,မောင်ရဲခိုင်,ဂျပန်ပြည်မှာလုပ်သည်,Biography,Biography
394,သောင်းဝေဉီး,KIA ဗဟို ပါဂျို နားဖေါ့ တိုက်ပွဲကြီး,Biography,Biography
395,သောင်းဝေဉီး,မြန်မာနိုင်ငံထောက်လှမ်းရေးများအကြောင်း,Biography,Biography
396,ကျော်ဌေး,အဆင့်မြင့်ဈေးကစားနည်း,Financial market,Financial market
397,ကျော်ဌေး,မော်ဒန်ဈေးကစားနည်း,Financial market,Financial market
398,ကျော်ဌေး,မော်ဒန်ဈေးကစားနည်း ၂,Financial market,Financial market
399,ကျော်ဌေး,နိုင်ငံတကာငွေကြေးဈေးကစားခြင်း,Financial market,Financial market
400,ကျော်ဌေး,ဈေးကွက်ကိုစနစ်တကျအနိုင်ယူနည်း,Financial market,Financial market
401,ကျော်ဌေး,ပရိုက်စ်အက်ရှင်နည်းစနစ်များ,Financial market,Financial market
402,တက္ကသိုလ်စိုးဝင်း,ဓာတ်ပုံအတတ်ပညာ,Knowledge,Knowledge
403,တက္ကသိုလ်စိုးဝင်း,အဆင့်မြင့်ဒစ်ဂျစ်တယ်ဓာတ်ပုံလက်တွေ့ဖန်တီးနည်းများ,Knowledge,Knowledge
404,တက္ကသိုလ်စိုးဝင်း,အဆင့်မြင့်ဒစ်ဂျစ်တယ်ဓာတ်ပုံပညာ,Knowledge,Knowledge
